ID	at.ID	Term	Ontology
GO:0006325	GO:0016568	chromatin organization	BP
GO:0006325	GO:0031497	chromatin organization	BP
GO:0006325	GO:0034724	chromatin organization	BP
GO:0006335	GO:0034723	DNA replication-dependent chromatin assembly	BP
GO:0006338	GO:0043044	chromatin remodeling	BP
GO:0006351	GO:0001121	DNA-templated transcription	BP
GO:0006351	GO:0006350	DNA-templated transcription	BP
GO:0006351	GO:0061018	DNA-templated transcription	BP
GO:0006351	GO:0061022	DNA-templated transcription	BP
GO:0006352	GO:0001123	DNA-templated transcription initiation	BP
GO:0006353	GO:0001125	DNA-templated transcription termination	BP
GO:0006354	GO:0001124	DNA-templated transcription elongation	BP
GO:0006355	GO:0032583	regulation of DNA-templated transcription	BP
GO:0006355	GO:0045449	regulation of DNA-templated transcription	BP
GO:0006355	GO:0061019	regulation of DNA-templated transcription	BP
GO:0006357	GO:0006358	regulation of transcription by RNA polymerase II	BP
GO:0006357	GO:0010551	regulation of transcription by RNA polymerase II	BP
GO:0006361	GO:0001180	transcription initiation at RNA polymerase I promoter	BP
GO:0006362	GO:0001183	transcription elongation by RNA polymerase I	BP
GO:0006363	GO:0001185	termination of RNA polymerase I transcription	BP
GO:0006363	GO:0019223	termination of RNA polymerase I transcription	BP
GO:0006364	GO:0006365	rRNA processing	BP
GO:0006366	GO:0032568	transcription by RNA polymerase II	BP
GO:0006366	GO:0032569	transcription by RNA polymerase II	BP
GO:0006369	GO:0019224	termination of RNA polymerase II transcription	BP
GO:0006383	GO:0001009	transcription by RNA polymerase III	BP
GO:0006383	GO:0001035	transcription by RNA polymerase III	BP
GO:0006383	GO:0001041	transcription by RNA polymerase III	BP
GO:0006384	GO:0001022	transcription initiation at RNA polymerase III promoter	BP
GO:0006384	GO:0001023	transcription initiation at RNA polymerase III promoter	BP
GO:0006384	GO:0001024	transcription initiation at RNA polymerase III promoter	BP
GO:0006384	GO:0001036	transcription initiation at RNA polymerase III promoter	BP
GO:0006386	GO:0019225	termination of RNA polymerase III transcription	BP
GO:0006396	GO:0006394	RNA processing	BP
GO:0006400	GO:0016549	tRNA modification	BP
GO:0006412	GO:0006416	translation	BP
GO:0006412	GO:0006453	translation	BP
GO:0006412	GO:0043037	translation	BP
GO:0006413	GO:0006440	translational initiation	BP
GO:0006413	GO:0006454	translational initiation	BP
GO:0006414	GO:0006442	translational elongation	BP
GO:0006414	GO:0006455	translational elongation	BP
GO:0006415	GO:0006443	translational termination	BP
GO:0006415	GO:0006456	translational termination	BP
GO:0006417	GO:0006445	regulation of translation	BP
GO:0006450	GO:0000029	regulation of translational fidelity	BP
GO:0006457	GO:0007022	protein folding	BP
GO:0006457	GO:0007024	protein folding	BP
GO:0006457	GO:0007025	protein folding	BP
GO:0006486	GO:0065006	protein glycosylation	BP
GO:0006491	GO:0006492	N-glycan processing	BP
GO:0006497	GO:0042050	protein lipidation	BP
GO:0006505	GO:0046472	GPI anchor metabolic process	BP
GO:0006506	GO:0015998	GPI anchor biosynthetic process	BP
GO:0006511	GO:0042787	ubiquitin-dependent protein catabolic process	BP
GO:0006511	GO:0043432	ubiquitin-dependent protein catabolic process	BP
GO:0006520	GO:0006519	amino acid metabolic process	BP
GO:0006538	GO:0019459	glutamate catabolic process	BP
GO:0006580	GO:0006645	ethanolamine metabolic process	BP
GO:0006611	GO:0097349	protein export from nucleus	BP
GO:0006626	GO:0043681	protein targeting to mitochondrion	BP
GO:0006633	GO:0000037	fatty acid biosynthetic process	BP
GO:0006650	GO:0006652	glycerophospholipid metabolic process	BP
GO:0006661	GO:0046489	phosphatidylinositol biosynthetic process	BP
GO:0006673	GO:0006674	inositol phosphoceramide metabolic process	BP
GO:0006720	GO:0016096	isoprenoid metabolic process	BP
GO:0006730	GO:0019753	one-carbon metabolic process	BP
GO:0006730	GO:0019754	one-carbon metabolic process	BP
GO:0006754	GO:0006758	ATP biosynthetic process	BP
GO:0006754	GO:0006759	ATP biosynthetic process	BP
GO:0006805	GO:0017144	xenobiotic metabolic process	BP
GO:0006810	GO:0015457	transport	BP
GO:0006810	GO:0015460	transport	BP
GO:0006810	GO:0044765	transport	BP
GO:0006812	GO:0006819	monoatomic cation transport	BP
GO:0006812	GO:0015674	monoatomic cation transport	BP
GO:0006812	GO:0072512	monoatomic cation transport	BP
GO:0006813	GO:0015458	potassium ion transport	BP
GO:0006813	GO:0071804	potassium ion transport	BP
GO:0006814	GO:0006834	sodium ion transport	BP
GO:0006814	GO:0016974	sodium ion transport	BP
GO:0006820	GO:0006822	monoatomic anion transport	BP
GO:0006826	GO:0015681	iron ion transport	BP
GO:0006826	GO:0015682	iron ion transport	BP
GO:0006826	GO:0015684	iron ion transport	BP
GO:0006826	GO:0033216	iron ion transport	BP
GO:0006826	GO:0097286	iron ion transport	BP
GO:0006835	GO:0006841	dicarboxylic acid transport	BP
GO:0006843	GO:1990541	mitochondrial citrate transmembrane transport	BP
GO:0006850	GO:1902361	mitochondrial pyruvate transmembrane transport	BP
GO:0006863	GO:0015852	purine nucleobase transport	BP
GO:0006865	GO:0006866	amino acid transport	BP
GO:0006868	GO:0015815	glutamine transport	BP
GO:0006886	GO:0032779	intracellular protein transport	BP
GO:0006887	GO:0016194	exocytosis	BP
GO:0006887	GO:0016195	exocytosis	BP
GO:0006888	GO:0048221	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
GO:0006890	GO:0048220	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	BP
GO:0006895	GO:0048218	Golgi to endosome transport	BP
GO:0006897	GO:0016193	endocytosis	BP
GO:0006897	GO:0016196	endocytosis	BP
GO:0006897	GO:0098701	endocytosis	BP
GO:0006900	GO:0006902	vesicle budding from membrane	BP
GO:0006900	GO:1902591	vesicle budding from membrane	BP
GO:0006907	GO:0006908	pinocytosis	BP
GO:0006907	GO:1902536	pinocytosis	BP
GO:0006913	GO:0000063	nucleocytoplasmic transport	BP
GO:0006914	GO:0016238	autophagy	BP
GO:0006915	GO:0006917	apoptotic process	BP
GO:0006915	GO:0008632	apoptotic process	BP
GO:0006952	GO:0002217	defense response	BP
GO:0006952	GO:0042829	defense response	BP
GO:0006968	GO:0002818	cellular defense response	BP
GO:0006968	GO:0016066	cellular defense response	BP
GO:0006968	GO:0016067	cellular defense response	BP
GO:0006974	GO:0034984	DNA damage response	BP
GO:0006983	GO:0006985	ER overload response	BP
GO:0006996	GO:1902589	organelle organization	BP
GO:0006997	GO:0048287	nucleus organization	BP
GO:0007033	GO:0044086	vacuole organization	BP
GO:0007044	GO:0007045	cell-substrate junction assembly	BP
GO:0007051	GO:0043146	spindle organization	BP
GO:0007052	GO:0000071	mitotic spindle organization	BP
GO:0007052	GO:0030472	mitotic spindle organization	BP
GO:0007052	GO:0043148	mitotic spindle organization	BP
GO:0007079	GO:0007082	mitotic chromosome movement towards spindle pole	BP
GO:0007089	GO:0000081	traversing start control point of mitotic cell cycle	BP
GO:0007093	GO:0031575	mitotic cell cycle checkpoint signaling	BP
GO:0007093	GO:0071780	mitotic cell cycle checkpoint signaling	BP
GO:0007093	GO:0072413	mitotic cell cycle checkpoint signaling	BP
GO:0007093	GO:0072456	mitotic cell cycle checkpoint signaling	BP
GO:0007093	GO:0072474	mitotic cell cycle checkpoint signaling	BP
GO:0007094	GO:0044810	mitotic spindle assembly checkpoint signaling	BP
GO:0007094	GO:0072480	mitotic spindle assembly checkpoint signaling	BP
GO:0007094	GO:1902420	mitotic spindle assembly checkpoint signaling	BP
GO:0007095	GO:0031572	mitotic G2 DNA damage checkpoint signaling	BP
GO:0007095	GO:0072425	mitotic G2 DNA damage checkpoint signaling	BP
GO:0007095	GO:0072434	mitotic G2 DNA damage checkpoint signaling	BP
GO:0007095	GO:1902504	mitotic G2 DNA damage checkpoint signaling	BP
GO:0007095	GO:1902505	mitotic G2 DNA damage checkpoint signaling	BP
GO:0007095	GO:1902506	mitotic G2 DNA damage checkpoint signaling	BP
GO:0007097	GO:0040023	nuclear migration	BP
GO:0007098	GO:0051297	centrosome cycle	BP
GO:0007099	GO:0032054	centriole replication	BP
GO:0007105	GO:0010687	cytokinesis, division site positioning	BP
GO:0007131	GO:0000021	reciprocal meiotic recombination	BP
GO:0007131	GO:0007145	reciprocal meiotic recombination	BP
GO:0007155	GO:0098602	cell adhesion	BP
GO:0007163	GO:0030012	establishment or maintenance of cell polarity	BP
GO:0007163	GO:0030467	establishment or maintenance of cell polarity	BP
GO:0007165	GO:0023014	signal transduction	BP
GO:0007165	GO:0023015	signal transduction	BP
GO:0007165	GO:0023016	signal transduction	BP
GO:0007165	GO:0023033	signal transduction	BP
GO:0007165	GO:0023045	signal transduction	BP
GO:0007175	GO:0007177	negative regulation of epidermal growth factor-activated receptor activity	BP
GO:0007186	GO:0038042	G protein-coupled receptor signaling pathway	BP
GO:0007189	GO:0010579	adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP
GO:0007189	GO:0010580	adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP
GO:0007219	GO:0030179	Notch signaling pathway	BP
GO:0007260	GO:0042502	tyrosine phosphorylation of STAT protein	BP
GO:0007260	GO:0042503	tyrosine phosphorylation of STAT protein	BP
GO:0007260	GO:0042504	tyrosine phosphorylation of STAT protein	BP
GO:0007260	GO:0042505	tyrosine phosphorylation of STAT protein	BP
GO:0007260	GO:0042506	tyrosine phosphorylation of STAT protein	BP
GO:0007260	GO:0042507	tyrosine phosphorylation of STAT protein	BP
GO:0007260	GO:0042508	tyrosine phosphorylation of STAT protein	BP
GO:0007269	GO:0010554	neurotransmitter secretion	BP
GO:0007276	GO:0009552	gamete generation	BP
GO:0007294	GO:0016350	germarium-derived oocyte fate determination	BP
GO:0007308	GO:0048110	oocyte construction	BP
GO:0007309	GO:0048111	oocyte axis specification	BP
GO:0007310	GO:0008072	oocyte dorsal/ventral axis specification	BP
GO:0007310	GO:0048123	oocyte dorsal/ventral axis specification	BP
GO:0007311	GO:0048124	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	BP
GO:0007312	GO:0008102	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	BP
GO:0007312	GO:0030722	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	BP
GO:0007312	GO:0048126	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	BP
GO:0007312	GO:0048128	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	BP
GO:0007313	GO:0048125	maternal specification of dorsal/ventral axis, oocyte, soma encoded	BP
GO:0007314	GO:0048112	oocyte anterior/posterior axis specification	BP
GO:0007315	GO:0048113	pole plasm assembly	BP
GO:0007316	GO:0048116	pole plasm RNA localization	BP
GO:0007318	GO:0048115	pole plasm protein localization	BP
GO:0007323	GO:0007324	peptide pheromone maturation	BP
GO:0007323	GO:0007326	peptide pheromone maturation	BP
GO:0007323	GO:0046613	peptide pheromone maturation	BP
GO:0007349	GO:0009796	cellularization	BP
GO:0007371	GO:0007372	ventral midline determination	BP
GO:0007371	GO:0007373	ventral midline determination	BP
GO:0007400	GO:0007408	neuroblast fate determination	BP
GO:0007400	GO:0043347	neuroblast fate determination	BP
GO:0007400	GO:0043348	neuroblast fate determination	BP
GO:0007403	GO:0043361	glial cell fate determination	BP
GO:0007405	GO:0043349	neuroblast proliferation	BP
GO:0007405	GO:0043350	neuroblast proliferation	BP
GO:0007407	GO:0043351	neuroblast activation	BP
GO:0007407	GO:0043352	neuroblast activation	BP
GO:0007409	GO:0007410	axonogenesis	BP
GO:0007411	GO:0008040	axon guidance	BP
GO:0007425	GO:0046846	epithelial cell fate determination, open tracheal system	BP
GO:0007460	GO:0007461	R8 cell fate commitment	BP
GO:0007507	GO:0007511	heart development	BP
GO:0007519	GO:0048637	skeletal muscle tissue development	BP
GO:0007534	GO:0000728	gene conversion at mating-type locus	BP
GO:0007534	GO:0000734	gene conversion at mating-type locus	BP
GO:0007534	GO:0010708	gene conversion at mating-type locus	BP
GO:0007534	GO:0031292	gene conversion at mating-type locus	BP
GO:0007534	GO:0034636	gene conversion at mating-type locus	BP
GO:0007534	GO:0061500	gene conversion at mating-type locus	BP
GO:0007552	GO:0046698	metamorphosis	BP
GO:0007552	GO:0046699	metamorphosis	BP
GO:0007560	GO:0007452	imaginal disc morphogenesis	BP
GO:0007593	GO:0045452	chitin-based cuticle sclerotization	BP
GO:0007610	GO:0023032	behavior	BP
GO:0007610	GO:0044708	behavior	BP
GO:0007610	GO:0044709	behavior	BP
GO:0007623	GO:0050895	circadian rhythm	BP
GO:0007631	GO:0044366	feeding behavior	BP
GO:0007631	GO:0044367	feeding behavior	BP
GO:0007631	GO:0044368	feeding behavior	BP
GO:0007631	GO:0044369	feeding behavior	BP
GO:0007631	GO:0044370	feeding behavior	BP
GO:0007631	GO:0044371	feeding behavior	BP
GO:0007631	GO:0044372	feeding behavior	BP
GO:0008015	GO:0070261	blood circulation	BP
GO:0008020	GO:0004975	G protein-coupled photoreceptor activity	MF
GO:0008028	GO:0008505	monocarboxylic acid transmembrane transporter activity	MF
GO:0008047	GO:0010577	enzyme activator activity	MF
GO:0008049	GO:0016542	male courtship behavior	BP
GO:0008053	GO:1990613	mitochondrial fusion	BP
GO:0008057	GO:0008059	eye pigment granule organization	BP
GO:0008057	GO:0045318	eye pigment granule organization	BP
GO:0008057	GO:0048751	eye pigment granule organization	BP
GO:0008081	GO:0004434	phosphoric diester hydrolase activity	MF
GO:0008081	GO:0016792	phosphoric diester hydrolase activity	MF
GO:0008094	GO:0004011	ATP-dependent activity, acting on DNA	MF
GO:0008103	GO:0048129	oocyte microtubule cytoskeleton polarization	BP
GO:0008104	GO:0008105	protein localization	BP
GO:0008104	GO:0016249	protein localization	BP
GO:0008104	GO:0034613	protein localization	BP
GO:0008113	GO:0033742	peptide-methionine (S)-S-oxide reductase activity	MF
GO:0008113	GO:0072561	peptide-methionine (S)-S-oxide reductase activity	MF
GO:0008117	GO:0016001	sphinganine-1-phosphate aldolase activity	MF
GO:0008121	GO:0045153	ubiquinol-cytochrome-c reductase activity	MF
GO:0008121	GO:0045154	ubiquinol-cytochrome-c reductase activity	MF
GO:0008131	GO:0004041	primary amine oxidase activity	MF
GO:0008131	GO:0008122	primary amine oxidase activity	MF
GO:0008150	GO:0000004	biological_process	BP
GO:0008150	GO:0007582	biological_process	BP
GO:0008150	GO:0044699	biological_process	BP
GO:0008152	GO:0044236	metabolic process	BP
GO:0008152	GO:0044710	metabolic process	BP
GO:0008168	GO:0004480	methyltransferase activity	MF
GO:0008177	GO:0019737	succinate dehydrogenase (quinone) activity	MF
GO:0008186	GO:0004010	ATP-dependent activity, acting on RNA	MF
GO:0008195	GO:0004606	phosphatidate phosphatase activity	MF
GO:0008233	GO:0070010	peptidase activity	MF
GO:0008233	GO:0070011	peptidase activity	MF
GO:0008234	GO:0004220	cysteine-type peptidase activity	MF
GO:0008260	GO:0106424	succinyl-CoA:3-oxo-acid CoA-transferase activity	MF
GO:0008272	GO:0006870	sulfate transport	BP
GO:0008275	GO:0000927	gamma-tubulin small complex	CC
GO:0008275	GO:0000928	gamma-tubulin small complex	CC
GO:0008275	GO:0061495	gamma-tubulin small complex	CC
GO:0008278	GO:0000798	cohesin complex	CC
GO:0008278	GO:0008279	cohesin complex	CC
GO:0008278	GO:0008280	cohesin complex	CC
GO:0008278	GO:0043222	cohesin complex	CC
GO:0008299	GO:0009241	isoprenoid biosynthetic process	BP
GO:0008300	GO:0016097	isoprenoid catabolic process	BP
GO:0008308	GO:0022844	voltage-gated monoatomic anion channel activity	MF
GO:0008318	GO:0008244	protein prenyltransferase activity	MF
GO:0008320	GO:0015266	protein transmembrane transporter activity	MF
GO:0008320	GO:0015463	protein transmembrane transporter activity	MF
GO:0008347	GO:0043359	glial cell migration	BP
GO:0008348	GO:0042154	negative regulation of antimicrobial humoral response	BP
GO:0008348	GO:0042155	negative regulation of antimicrobial humoral response	BP
GO:0008360	GO:0045788	regulation of cell shape	BP
GO:0008360	GO:0045789	regulation of cell shape	BP
GO:0008366	GO:0042553	axon ensheathment	BP
GO:0008379	GO:0009031	thioredoxin peroxidase activity	MF
GO:0008380	GO:0006395	RNA splicing	BP
GO:0008381	GO:0022833	mechanosensitive monoatomic ion channel activity	MF
GO:0008395	GO:0008394	steroid hydroxylase activity	MF
GO:0008403	GO:0030344	25-hydroxycholecalciferol-24-hydroxylase activity	MF
GO:0008412	GO:0000043	4-hydroxybenzoate octaprenyltransferase activity	MF
GO:0008412	GO:0048043	4-hydroxybenzoate octaprenyltransferase activity	MF
GO:0008412	GO:0048044	4-hydroxybenzoate octaprenyltransferase activity	MF
GO:0008422	GO:0016983	beta-glucosidase activity	MF
GO:0008426	GO:0004863	protein kinase C inhibitor activity	MF
GO:0008466	GO:0047210	glycogenin glucosyltransferase activity	MF
GO:0008469	GO:0016276	histone arginine N-methyltransferase activity	MF
GO:0008481	GO:0001728	sphinganine kinase activity	MF
GO:0008490	GO:0008491	arsenite secondary active transmembrane transporter activity	MF
GO:0008504	GO:0015201	monoamine transmembrane transporter activity	MF
GO:0008513	GO:0015354	secondary active organic cation transmembrane transporter activity	MF
GO:0008515	GO:0019188	sucrose transmembrane transporter activity	MF
GO:0008519	GO:0015251	ammonium transmembrane transporter activity	MF
GO:0008519	GO:0051739	ammonium transmembrane transporter activity	MF
GO:0008520	GO:0070890	L-ascorbate:sodium symporter activity	MF
GO:0008526	GO:0120018	phosphatidylinositol transfer activity	MF
GO:0008534	GO:0003907	oxidized purine nucleobase lesion DNA N-glycosylase activity	MF
GO:0008551	GO:0008561	P-type cadmium transporter activity	MF
GO:0008553	GO:0036442	P-type proton-exporting transporter activity	MF
GO:0008556	GO:0015618	P-type potassium transmembrane transporter activity	MF
GO:0008559	GO:0005226	ABC-type xenobiotic transporter activity	MF
GO:0008559	GO:0008560	ABC-type xenobiotic transporter activity	MF
GO:0008585	GO:0061039	female gonad development	BP
GO:0008589	GO:0007226	regulation of smoothened signaling pathway	BP
GO:0008589	GO:0043109	regulation of smoothened signaling pathway	BP
GO:0008608	GO:0051313	attachment of spindle microtubules to kinetochore	BP
GO:0008612	GO:0046515	peptidyl-lysine modification to peptidyl-hypusine	BP
GO:0008614	GO:0006773	pyridoxine metabolic process	BP
GO:0008623	GO:0016588	CHRAC	CC
GO:0008641	GO:0008642	ubiquitin-like modifier activating enzyme activity	MF
GO:0008643	GO:0006861	carbohydrate transport	BP
GO:0008643	GO:0008644	carbohydrate transport	BP
GO:0008645	GO:0008646	hexose transmembrane transport	BP
GO:0008645	GO:0008647	hexose transmembrane transport	BP
GO:0008645	GO:0035428	hexose transmembrane transport	BP
GO:0008660	GO:0018806	1-aminocyclopropane-1-carboxylate deaminase activity	MF
GO:0008684	GO:0018821	2-oxopent-4-enoate hydratase activity	MF
GO:0008694	GO:0019167	3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity	MF
GO:0008701	GO:0018804	4-hydroxy-2-oxovalerate aldolase activity	MF
GO:0008704	GO:0018843	5-carboxymethyl-2-hydroxymuconate delta-isomerase activity	MF
GO:0008795	GO:0008749	NAD+ synthase activity	MF
GO:0008795	GO:0016965	NAD+ synthase activity	MF
GO:0008805	GO:0018999	carbon-monoxide oxygenase activity	MF
GO:0008805	GO:0047767	carbon-monoxide oxygenase activity	MF
GO:0008806	GO:0018735	carboxymethylenebutenolidase activity	MF
GO:0008808	GO:0043788	cardiolipin synthase activity	MF
GO:0008817	GO:0043784	corrinoid adenosyltransferase activity	MF
GO:0008820	GO:0043753	cobinamide phosphate guanylyltransferase activity	MF
GO:0008821	GO:0008844	crossover junction DNA endonuclease activity	MF
GO:0008828	GO:0044713	dATP diphosphatase activity	MF
GO:0008828	GO:0044714	dATP diphosphatase activity	MF
GO:0008835	GO:0008485	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	MF
GO:0008863	GO:0018476	formate dehydrogenase (NAD+) activity	MF
GO:0008897	GO:0008958	holo-[acyl-carrier-protein] synthase activity	MF
GO:0008900	GO:0005390	P-type potassium:proton transporter activity	MF
GO:0008901	GO:0016948	ferredoxin hydrogenase activity	MF
GO:0008901	GO:0016949	ferredoxin hydrogenase activity	MF
GO:0008901	GO:0016950	ferredoxin hydrogenase activity	MF
GO:0008901	GO:0016951	ferredoxin hydrogenase activity	MF
GO:0008922	GO:0010300	long-chain fatty acid [acyl-carrier-protein] ligase activity	MF
GO:0008982	GO:0015455	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	MF
GO:0008982	GO:0015456	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	MF
GO:0009055	GO:0009053	electron transfer activity	MF
GO:0009055	GO:0009054	electron transfer activity	MF
GO:0009056	GO:0044243	catabolic process	BP
GO:0009056	GO:0044712	catabolic process	BP
GO:0009057	GO:0043285	macromolecule catabolic process	BP
GO:0009057	GO:0044266	macromolecule catabolic process	BP
GO:0009058	GO:0044274	biosynthetic process	BP
GO:0009058	GO:0044711	biosynthetic process	BP
GO:0009059	GO:0043284	macromolecule biosynthetic process	BP
GO:0009073	GO:0016089	aromatic amino acid family biosynthetic process	BP
GO:0009094	GO:0019274	L-phenylalanine biosynthetic process	BP
GO:0009094	GO:0019275	L-phenylalanine biosynthetic process	BP
GO:0009106	GO:0000273	lipoate metabolic process	BP
GO:0009107	GO:0009105	lipoate biosynthetic process	BP
GO:0009114	GO:0006150	hypoxanthine catabolic process	BP
GO:0009115	GO:0006151	xanthine catabolic process	BP
GO:0009239	GO:0031191	enterobactin biosynthetic process	BP
GO:0009239	GO:0031192	enterobactin biosynthetic process	BP
GO:0009249	GO:0018055	protein lipoylation	BP
GO:0009252	GO:0009285	peptidoglycan biosynthetic process	BP
GO:0009253	GO:0009286	peptidoglycan catabolic process	BP
GO:0009254	GO:0009287	peptidoglycan turnover	BP
GO:0009259	GO:0009121	ribonucleotide metabolic process	BP
GO:0009262	GO:0009122	deoxyribonucleotide metabolic process	BP
GO:0009262	GO:0009393	deoxyribonucleotide metabolic process	BP
GO:0009299	GO:0061023	mRNA transcription	BP
GO:0009306	GO:0045166	protein secretion	BP
GO:0009306	GO:0045731	protein secretion	BP
GO:0009308	GO:0044106	amine metabolic process	BP
GO:0009311	GO:0051690	oligosaccharide metabolic process	BP
GO:0009313	GO:0051689	oligosaccharide catabolic process	BP
GO:0009372	GO:0010699	quorum sensing	BP
GO:0009372	GO:0060247	quorum sensing	BP
GO:0009378	GO:1990163	four-way junction helicase activity	MF
GO:0009408	GO:0006951	response to heat	BP
GO:0009410	GO:0017035	response to xenobiotic stimulus	BP
GO:0009410	GO:0017104	response to xenobiotic stimulus	BP
GO:0009410	GO:0042493	response to xenobiotic stimulus	BP
GO:0009423	GO:0033587	chorismate biosynthetic process	BP
GO:0009431	GO:0009430	bacterial-type flagellum basal body, MS ring	CC
GO:0009435	GO:0006736	NAD biosynthetic process	BP
GO:0009451	GO:0016547	RNA modification	BP
GO:0009486	GO:0008827	cytochrome bo3 ubiquinol oxidase activity	MF
GO:0009510	GO:0009572	plasmodesmatal desmotubule	CC
GO:0009521	GO:0030090	photosystem	CC
GO:0009553	GO:0048230	embryo sac development	BP
GO:0009555	GO:0009564	pollen development	BP
GO:0009555	GO:0048231	pollen development	BP
GO:0009558	GO:0009797	embryo sac cellularization	BP
GO:0009560	GO:0048233	embryo sac egg cell differentiation	BP
GO:0009595	GO:0009596	detection of biotic stimulus	BP
GO:0009602	GO:0051855	detection of symbiont	BP
GO:0009611	GO:0002245	response to wounding	BP
GO:0009616	GO:0060145	RNAi-mediated antiviral immune response	BP
GO:0009616	GO:0060150	RNAi-mediated antiviral immune response	BP
GO:0009617	GO:0009618	response to bacterium	BP
GO:0009617	GO:0009680	response to bacterium	BP
GO:0009620	GO:0009621	response to fungus	BP
GO:0009625	GO:0043019	response to insect	BP
GO:0009670	GO:0015122	triose-phosphate:phosphate antiporter activity	MF
GO:0009693	GO:0042456	ethylene biosynthetic process	BP
GO:0009758	GO:0007587	carbohydrate utilization	BP
GO:0009767	GO:0009774	photosynthetic electron transport chain	BP
GO:0009767	GO:0009775	photosynthetic electron transport chain	BP
GO:0009767	GO:0009776	photosynthetic electron transport chain	BP
GO:0009790	GO:0009795	embryo development	BP
GO:0009847	GO:0075005	spore germination	BP
GO:0009877	GO:0009878	nodulation	BP
GO:0009892	GO:0044252	negative regulation of metabolic process	BP
GO:0009893	GO:0044253	positive regulation of metabolic process	BP
GO:0009908	GO:0048409	flower development	BP
GO:0009913	GO:0043355	epidermal cell differentiation	BP
GO:0009957	GO:0043356	epidermal cell fate specification	BP
GO:0009966	GO:0035466	regulation of signal transduction	BP
GO:0009967	GO:0035468	positive regulation of signal transduction	BP
GO:0009968	GO:0035467	negative regulation of signal transduction	BP
GO:0009977	GO:0015557	proton motive force dependent protein transmembrane transporter activity	MF
GO:0009978	GO:0047987	allene oxide synthase activity	MF
GO:0009982	GO:0016439	pseudouridine synthase activity	MF
GO:0009986	GO:0009928	cell surface	CC
GO:0009986	GO:0009929	cell surface	CC
GO:0009987	GO:0008151	cellular process	BP
GO:0009987	GO:0044763	cellular process	BP
GO:0009987	GO:0050875	cellular process	BP
GO:0009997	GO:0042687	negative regulation of cardioblast cell fate specification	BP
GO:0010001	GO:0007404	glial cell differentiation	BP
GO:0010001	GO:0043360	glial cell differentiation	BP
GO:0010026	GO:0048271	trichome differentiation	BP
GO:0010033	GO:1990367	response to organic substance	BP
GO:0010074	GO:0032503	maintenance of meristem identity	BP
GO:0010090	GO:0048272	trichome morphogenesis	BP
GO:0010091	GO:0048274	trichome branching	BP
GO:0010133	GO:0019494	proline catabolic process to glutamate	BP
GO:0010160	GO:0048862	formation of animal organ boundary	BP
GO:0010198	GO:0048470	synergid death	BP
GO:0010277	GO:0046407	chlorophyllide a oxygenase [overall] activity	MF
GO:0010285	GO:0043742	L,L-diaminopimelate aminotransferase activity	MF
GO:0010287	GO:0010502	plastoglobule	CC
GO:0010291	GO:0042411	carotene beta-ring hydroxylase activity	MF
GO:0010293	GO:0033725	abscisic aldehyde oxidase activity	MF
GO:0010301	GO:0033710	xanthoxin dehydrogenase activity	MF
GO:0010311	GO:0010386	lateral root formation	BP
GO:0010324	GO:1902534	membrane invagination	BP
GO:0010420	GO:1990886	3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity	MF
GO:0010496	GO:1902585	intercellular transport	BP
GO:0010497	GO:1902587	plasmodesmata-mediated intercellular transport	BP
GO:0010533	GO:0010532	regulation of activation of Janus kinase activity	BP
GO:0010533	GO:0010534	regulation of activation of Janus kinase activity	BP
GO:0010536	GO:0010535	positive regulation of activation of Janus kinase activity	BP
GO:0010536	GO:0010537	positive regulation of activation of Janus kinase activity	BP
GO:0010590	GO:1902467	regulation of septum digestion after cytokinesis	BP
GO:0010590	GO:2001041	regulation of septum digestion after cytokinesis	BP
GO:0010971	GO:0031662	positive regulation of G2/M transition of mitotic cell cycle	BP
GO:0010973	GO:1901912	positive regulation of division septum assembly	BP
GO:0010973	GO:1902470	positive regulation of division septum assembly	BP
GO:0010974	GO:1901139	negative regulation of division septum assembly	BP
GO:0010974	GO:1902469	negative regulation of division septum assembly	BP
GO:0010992	GO:0010993	ubiquitin recycling	BP
GO:0012501	GO:0016244	programmed cell death	BP
GO:0012502	GO:0012503	induction of programmed cell death	BP
GO:0012507	GO:0030664	ER to Golgi transport vesicle membrane	CC
GO:0012511	GO:0009520	monolayer-surrounded lipid storage body	CC
GO:0014020	GO:0014024	primary neural tube formation	BP
GO:0014021	GO:0014026	secondary neural tube formation	BP
GO:0014021	GO:0014027	secondary neural tube formation	BP
GO:0014069	GO:0097481	postsynaptic density	CC
GO:0014069	GO:0097483	postsynaptic density	CC
GO:0015016	GO:0004393	[heparan sulfate]-glucosamine N-sulfotransferase activity	MF
