ID	Relation	Parent	Term	Ontology	Parent.Term
GO:0004897	isa	GO:0004896	ciliary neurotrophic factor receptor activity	MF	cytokine receptor activity
GO:0004900	isa	GO:0004896	erythropoietin receptor activity	MF	cytokine receptor activity
GO:0004901	isa	GO:0004896	granulocyte macrophage colony-stimulating factor receptor activity	MF	cytokine receptor activity
GO:0004902	isa	GO:0004896	granulocyte colony-stimulating factor receptor activity	MF	cytokine receptor activity
GO:0004903	isa	GO:0004896	growth hormone receptor activity	MF	cytokine receptor activity
GO:0004904	isa	GO:0004896	interferon receptor activity	MF	cytokine receptor activity
GO:0004905	isa	GO:0004904	type I interferon receptor activity	MF	interferon receptor activity
GO:0004906	isa	GO:0004904	type II interferon receptor activity	MF	interferon receptor activity
GO:0004908	isa	GO:0004896	interleukin-1 receptor activity	MF	cytokine receptor activity
GO:0004909	isa	GO:0004908	interleukin-1, type I, activating receptor activity	MF	interleukin-1 receptor activity
GO:0004910	isa	GO:0004908	interleukin-1, type II, blocking receptor activity	MF	interleukin-1 receptor activity
GO:0004911	isa	GO:0004896	interleukin-2 receptor activity	MF	cytokine receptor activity
GO:0004912	isa	GO:0004896	interleukin-3 receptor activity	MF	cytokine receptor activity
GO:0004913	isa	GO:0004896	interleukin-4 receptor activity	MF	cytokine receptor activity
GO:0004914	isa	GO:0004896	interleukin-5 receptor activity	MF	cytokine receptor activity
GO:0004915	isa	GO:0004896	interleukin-6 receptor activity	MF	cytokine receptor activity
GO:0004917	isa	GO:0004896	interleukin-7 receptor activity	MF	cytokine receptor activity
GO:0004918	isa	GO:0016494	interleukin-8 receptor activity	MF	C-X-C chemokine receptor activity
GO:0004919	isa	GO:0004896	interleukin-9 receptor activity	MF	cytokine receptor activity
GO:0004920	isa	GO:0004896	interleukin-10 receptor activity	MF	cytokine receptor activity
GO:0004921	isa	GO:0004896	interleukin-11 receptor activity	MF	cytokine receptor activity
GO:0004923	isa	GO:0004897	leukemia inhibitory factor receptor activity	MF	ciliary neurotrophic factor receptor activity
GO:0004924	isa	GO:0004896	oncostatin-M receptor activity	MF	cytokine receptor activity
GO:0004925	isa	GO:0004896	prolactin receptor activity	MF	cytokine receptor activity
GO:0004930	isa	GO:0004888	G protein-coupled receptor activity	MF	transmembrane signaling receptor activity
GO:0004931	isa	GO:0005231	extracellularly ATP-gated monoatomic cation channel activity	MF	excitatory extracellular ligand-gated monoatomic ion channel activity
GO:0004931	isa	GO:0035381	extracellularly ATP-gated monoatomic cation channel activity	MF	ATP-gated ion channel activity
GO:0004931	isa	GO:0099094	extracellularly ATP-gated monoatomic cation channel activity	MF	ligand-gated monoatomic cation channel activity
GO:0004932	isa	GO:0008528	mating-type factor pheromone receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004932	isa	GO:0016503	mating-type factor pheromone receptor activity	MF	pheromone receptor activity
GO:0004933	isa	GO:0004932	mating-type a-factor pheromone receptor activity	MF	mating-type factor pheromone receptor activity
GO:0004933	isa	GO:0036318	mating-type a-factor pheromone receptor activity	MF	peptide pheromone receptor activity
GO:0004934	isa	GO:0004932	mating-type alpha-factor pheromone receptor activity	MF	mating-type factor pheromone receptor activity
GO:0004934	isa	GO:0036318	mating-type alpha-factor pheromone receptor activity	MF	peptide pheromone receptor activity
GO:0004935	isa	GO:0008227	adrenergic receptor activity	MF	G protein-coupled amine receptor activity
GO:0004936	isa	GO:0004935	alpha-adrenergic receptor activity	MF	adrenergic receptor activity
GO:0004937	isa	GO:0004936	alpha1-adrenergic receptor activity	MF	alpha-adrenergic receptor activity
GO:0004938	isa	GO:0004936	alpha2-adrenergic receptor activity	MF	alpha-adrenergic receptor activity
GO:0004939	isa	GO:0004935	beta-adrenergic receptor activity	MF	adrenergic receptor activity
GO:0004940	isa	GO:0004939	beta1-adrenergic receptor activity	MF	beta-adrenergic receptor activity
GO:0004941	isa	GO:0004939	beta2-adrenergic receptor activity	MF	beta-adrenergic receptor activity
GO:0004945	isa	GO:0001595	angiotensin type II receptor activity	MF	angiotensin receptor activity
GO:0004946	isa	GO:0008188	bombesin receptor activity	MF	neuropeptide receptor activity
GO:0004947	isa	GO:0008528	bradykinin receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004948	isa	GO:0097642	calcitonin receptor activity	MF	calcitonin family receptor activity
GO:0004949	isa	GO:0004930	cannabinoid receptor activity	MF	G protein-coupled receptor activity
GO:0004950	isa	GO:0001637	chemokine receptor activity	MF	G protein-coupled chemoattractant receptor activity
GO:0004950	isa	GO:0004896	chemokine receptor activity	MF	cytokine receptor activity
GO:0004951	isa	GO:0008528	cholecystokinin receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004952	isa	GO:0098960	dopamine neurotransmitter receptor activity	MF	postsynaptic neurotransmitter receptor activity
GO:0004953	isa	GO:0004930	icosanoid receptor activity	MF	G protein-coupled receptor activity
GO:0004954	isa	GO:0004953	prostanoid receptor activity	MF	icosanoid receptor activity
GO:0004955	isa	GO:0004954	prostaglandin receptor activity	MF	prostanoid receptor activity
GO:0004956	isa	GO:0004955	prostaglandin D receptor activity	MF	prostaglandin receptor activity
GO:0004957	isa	GO:0004955	prostaglandin E receptor activity	MF	prostaglandin receptor activity
GO:0004958	isa	GO:0004955	prostaglandin F receptor activity	MF	prostaglandin receptor activity
GO:0004960	isa	GO:0004954	thromboxane receptor activity	MF	prostanoid receptor activity
GO:0004961	isa	GO:0004960	thromboxane A2 receptor activity	MF	thromboxane receptor activity
GO:0004962	isa	GO:0008528	endothelin receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004963	isa	GO:0016500	follicle-stimulating hormone receptor activity	MF	protein-hormone receptor activity
GO:0004964	isa	GO:0004930	luteinizing hormone receptor activity	MF	G protein-coupled receptor activity
GO:0004964	isa	GO:0016500	luteinizing hormone receptor activity	MF	protein-hormone receptor activity
GO:0004965	isa	GO:0004930	G protein-coupled GABA receptor activity	MF	G protein-coupled receptor activity
GO:0004965	isa	GO:0016917	G protein-coupled GABA receptor activity	MF	GABA receptor activity
GO:0004966	isa	GO:0008188	galanin receptor activity	MF	neuropeptide receptor activity
GO:0004967	isa	GO:0008528	glucagon receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004968	isa	GO:0004930	gonadotropin-releasing hormone receptor activity	MF	G protein-coupled receptor activity
GO:0004968	isa	GO:0016500	gonadotropin-releasing hormone receptor activity	MF	protein-hormone receptor activity
GO:0004969	isa	GO:0008227	histamine receptor activity	MF	G protein-coupled amine receptor activity
GO:0004970	isa	GO:0008066	glutamate-gated receptor activity	MF	glutamate receptor activity
GO:0004970	isa	GO:0015171	glutamate-gated receptor activity	MF	amino acid transmembrane transporter activity
GO:0004970	isa	GO:0022824	glutamate-gated receptor activity	MF	transmitter-gated monoatomic ion channel activity
GO:0004971	isa	GO:0004970	AMPA glutamate receptor activity	MF	glutamate-gated receptor activity
GO:0004971	isa	GO:0022890	AMPA glutamate receptor activity	MF	inorganic cation transmembrane transporter activity
GO:0004972	isa	GO:0004970	NMDA glutamate receptor activity	MF	glutamate-gated receptor activity
GO:0004972	isa	GO:0005244	NMDA glutamate receptor activity	MF	voltage-gated monoatomic ion channel activity
GO:0004972	isa	GO:0022890	NMDA glutamate receptor activity	MF	inorganic cation transmembrane transporter activity
GO:0004974	isa	GO:0004953	leukotriene receptor activity	MF	icosanoid receptor activity
GO:0004977	isa	GO:0008528	melanocortin receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004978	isa	GO:0004977	corticotropin receptor activity	MF	melanocortin receptor activity
GO:0004978	isa	GO:0008188	corticotropin receptor activity	MF	neuropeptide receptor activity
GO:0004979	isa	GO:0004977	beta-endorphin receptor activity	MF	melanocortin receptor activity
GO:0004979	isa	GO:0004985	beta-endorphin receptor activity	MF	G protein-coupled opioid receptor activity
GO:0004979	isa	GO:0008188	beta-endorphin receptor activity	MF	neuropeptide receptor activity
GO:0004980	isa	GO:0004977	melanocyte-stimulating hormone receptor activity	MF	melanocortin receptor activity
GO:0004982	isa	GO:0008528	N-formyl peptide receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004983	isa	GO:0008188	neuropeptide Y receptor activity	MF	neuropeptide receptor activity
GO:0004984	isa	GO:0004888	olfactory receptor activity	MF	transmembrane signaling receptor activity
GO:0004985	isa	GO:0004930	G protein-coupled opioid receptor activity	MF	G protein-coupled receptor activity
GO:0004989	isa	GO:0008227	octopamine receptor activity	MF	G protein-coupled amine receptor activity
GO:0004990	isa	GO:0008528	oxytocin receptor activity	MF	G protein-coupled peptide receptor activity
GO:0004991	isa	GO:0004930	parathyroid hormone receptor activity	MF	G protein-coupled receptor activity
GO:0004992	isa	GO:0004930	platelet activating factor receptor activity	MF	G protein-coupled receptor activity
GO:0004993	isa	GO:0008227	G protein-coupled serotonin receptor activity	MF	G protein-coupled amine receptor activity
GO:0004994	isa	GO:0008188	somatostatin receptor activity	MF	neuropeptide receptor activity
GO:0004995	isa	GO:0008188	tachykinin receptor activity	MF	neuropeptide receptor activity
GO:0004996	isa	GO:0004930	thyroid-stimulating hormone receptor activity	MF	G protein-coupled receptor activity
GO:0004996	isa	GO:0016500	thyroid-stimulating hormone receptor activity	MF	protein-hormone receptor activity
GO:0004997	isa	GO:0004930	thyrotropin-releasing hormone receptor activity	MF	G protein-coupled receptor activity
GO:0004998	isa	GO:0038024	transferrin receptor activity	MF	cargo receptor activity
GO:0004999	isa	GO:0004930	vasoactive intestinal polypeptide receptor activity	MF	G protein-coupled receptor activity
GO:0005000	isa	GO:0008528	vasopressin receptor activity	MF	G protein-coupled peptide receptor activity
GO:0005001	isa	GO:0004725	transmembrane receptor protein tyrosine phosphatase activity	MF	protein tyrosine phosphatase activity
GO:0005001	isa	GO:0019198	transmembrane receptor protein tyrosine phosphatase activity	MF	transmembrane receptor protein phosphatase activity
GO:0005003	isa	GO:0004714	ephrin receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005004	isa	GO:0005003	GPI-linked ephrin receptor activity	MF	ephrin receptor activity
GO:0005005	isa	GO:0005003	transmembrane-ephrin receptor activity	MF	ephrin receptor activity
GO:0005006	isa	GO:0004714	epidermal growth factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005007	isa	GO:0004714	fibroblast growth factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005008	isa	GO:0004714	hepatocyte growth factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005009	isa	GO:0004714	insulin receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005009	isa	GO:0016500	insulin receptor activity	MF	protein-hormone receptor activity
GO:0005010	isa	GO:0004714	insulin-like growth factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005011	isa	GO:0004714	macrophage colony-stimulating factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005017	isa	GO:0004714	platelet-derived growth factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005018	isa	GO:0005017	platelet-derived growth factor alpha-receptor activity	MF	platelet-derived growth factor receptor activity
GO:0005019	isa	GO:0005017	platelet-derived growth factor beta-receptor activity	MF	platelet-derived growth factor receptor activity
GO:0005020	isa	GO:0004714	stem cell factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005021	isa	GO:0004714	vascular endothelial growth factor receptor activity	MF	transmembrane receptor protein tyrosine kinase activity
GO:0005024	isa	GO:0004675	transforming growth factor beta receptor activity	MF	transmembrane receptor protein serine/threonine kinase activity
GO:0005025	isa	GO:0005024	transforming growth factor beta receptor activity, type I	MF	transforming growth factor beta receptor activity
GO:0005026	isa	GO:0005024	transforming growth factor beta receptor activity, type II	MF	transforming growth factor beta receptor activity
GO:0005030	isa	GO:0038023	neurotrophin receptor activity	MF	signaling receptor activity
GO:0005031	isa	GO:0005035	tumor necrosis factor receptor activity	MF	death receptor activity
GO:0005034	isa	GO:0004888	osmosensor activity	MF	transmembrane signaling receptor activity
GO:0005034	isa	GO:0140299	osmosensor activity	MF	small molecule sensor activity
GO:0005035	isa	GO:0004888	death receptor activity	MF	transmembrane signaling receptor activity
GO:0005041	isa	GO:0030228	low-density lipoprotein particle receptor activity	MF	lipoprotein particle receptor activity
GO:0005042	isa	GO:0004888	netrin receptor activity	MF	transmembrane signaling receptor activity
GO:0005043	isa	GO:0005042	netrin receptor activity involved in chemorepulsion	MF	netrin receptor activity
GO:0005044	isa	GO:0038024	scavenger receptor activity	MF	cargo receptor activity
GO:0005046	isa	GO:0046923	KDEL sequence binding	MF	ER retention sequence binding
GO:0005047	isa	GO:0043021	signal recognition particle binding	MF	ribonucleoprotein complex binding
GO:0005048	isa	GO:0042277	signal sequence binding	MF	peptide binding
GO:0005049	isa	GO:0140142	nuclear export signal receptor activity	MF	nucleocytoplasmic carrier activity
GO:0005052	isa	GO:0000268	peroxisome matrix targeting signal-1 binding	MF	peroxisome targeting sequence binding
GO:0005053	isa	GO:0000268	peroxisome matrix targeting signal-2 binding	MF	peroxisome targeting sequence binding
GO:0005055	isa	GO:0098631	laminin receptor activity	MF	cell adhesion mediator activity
GO:0005056	isa	GO:0004888	tiggrin receptor activity	MF	transmembrane signaling receptor activity
GO:0005068	isa	GO:0030159	transmembrane receptor protein tyrosine kinase adaptor activity	MF	signaling receptor complex adaptor activity
GO:0005068	isa	GO:0030971	transmembrane receptor protein tyrosine kinase adaptor activity	MF	receptor tyrosine kinase binding
GO:0005078	isa	GO:0035591	MAP-kinase scaffold activity	MF	signaling adaptor activity
GO:0005080	isa	GO:0019901	protein kinase C binding	MF	protein kinase binding
GO:0005085	isa	GO:0030695	guanyl-nucleotide exchange factor activity	MF	GTPase regulator activity
GO:0005091	isa	GO:0030674	guanyl-nucleotide exchange factor adaptor activity	MF	protein-macromolecule adaptor activity
GO:0005091	isa	GO:0030695	guanyl-nucleotide exchange factor adaptor activity	MF	GTPase regulator activity
GO:0005092	isa	GO:0030695	GDP-dissociation inhibitor activity	MF	GTPase regulator activity
GO:0005093	isa	GO:0005092	Rab GDP-dissociation inhibitor activity	MF	GDP-dissociation inhibitor activity
GO:0005094	isa	GO:0005092	Rho GDP-dissociation inhibitor activity	MF	GDP-dissociation inhibitor activity
GO:0005095	isa	GO:0004857	GTPase inhibitor activity	MF	enzyme inhibitor activity
GO:0005095	isa	GO:0030695	GTPase inhibitor activity	MF	GTPase regulator activity
GO:0005096	isa	GO:0008047	GTPase activator activity	MF	enzyme activator activity
GO:0005096	isa	GO:0030695	GTPase activator activity	MF	GTPase regulator activity
GO:0005102	isa	GO:0005515	signaling receptor binding	MF	protein binding
GO:0005104	isa	GO:0070851	fibroblast growth factor receptor binding	MF	growth factor receptor binding
GO:0005105	isa	GO:0005104	type 1 fibroblast growth factor receptor binding	MF	fibroblast growth factor receptor binding
GO:0005109	isa	GO:0001664	frizzled binding	MF	G protein-coupled receptor binding
GO:0005111	isa	GO:0005104	type 2 fibroblast growth factor receptor binding	MF	fibroblast growth factor receptor binding
GO:0005112	isa	GO:0005102	Notch binding	MF	signaling receptor binding
GO:0005113	isa	GO:0005102	patched binding	MF	signaling receptor binding
GO:0005114	isa	GO:0005160	type II transforming growth factor beta receptor binding	MF	transforming growth factor beta receptor binding
GO:0005115	isa	GO:0005102	receptor tyrosine kinase-like orphan receptor binding	MF	signaling receptor binding
GO:0005117	isa	GO:0005102	wishful thinking binding	MF	signaling receptor binding
GO:0005118	isa	GO:0005102	sevenless binding	MF	signaling receptor binding
GO:0005119	isa	GO:0001664	smoothened binding	MF	G protein-coupled receptor binding
GO:0005121	isa	GO:0005102	Toll binding	MF	signaling receptor binding
GO:0005122	isa	GO:0005102	torso binding	MF	signaling receptor binding
GO:0005123	isa	GO:0032813	death receptor binding	MF	tumor necrosis factor receptor superfamily binding
GO:0005124	isa	GO:0005102	scavenger receptor binding	MF	signaling receptor binding
GO:0005125	isa	GO:0048018	cytokine activity	MF	receptor ligand activity
GO:0005126	isa	GO:0005102	cytokine receptor binding	MF	signaling receptor binding
GO:0005127	isa	GO:0005126	ciliary neurotrophic factor receptor binding	MF	cytokine receptor binding
GO:0005128	isa	GO:0005126	erythropoietin receptor binding	MF	cytokine receptor binding
GO:0005129	isa	GO:0005126	granulocyte macrophage colony-stimulating factor receptor binding	MF	cytokine receptor binding
GO:0005129	isa	GO:0070851	granulocyte macrophage colony-stimulating factor receptor binding	MF	growth factor receptor binding
GO:0005130	isa	GO:0005126	granulocyte colony-stimulating factor receptor binding	MF	cytokine receptor binding
GO:0005130	isa	GO:0070851	granulocyte colony-stimulating factor receptor binding	MF	growth factor receptor binding
GO:0005131	isa	GO:0005126	growth hormone receptor binding	MF	cytokine receptor binding
GO:0005131	isa	GO:0051427	growth hormone receptor binding	MF	hormone receptor binding
GO:0005132	isa	GO:0005126	type I interferon receptor binding	MF	cytokine receptor binding
GO:0005132	isa	GO:0044877	type I interferon receptor binding	MF	protein-containing complex binding
GO:0005133	isa	GO:0005126	type II interferon receptor binding	MF	cytokine receptor binding
GO:0005134	isa	GO:0005126	interleukin-2 receptor binding	MF	cytokine receptor binding
GO:0005134	isa	GO:0070851	interleukin-2 receptor binding	MF	growth factor receptor binding
GO:0005135	isa	GO:0005126	interleukin-3 receptor binding	MF	cytokine receptor binding
GO:0005135	isa	GO:0070851	interleukin-3 receptor binding	MF	growth factor receptor binding
GO:0005136	isa	GO:0005126	interleukin-4 receptor binding	MF	cytokine receptor binding
GO:0005136	isa	GO:0070851	interleukin-4 receptor binding	MF	growth factor receptor binding
GO:0005137	isa	GO:0005126	interleukin-5 receptor binding	MF	cytokine receptor binding
GO:0005137	isa	GO:0070851	interleukin-5 receptor binding	MF	growth factor receptor binding
GO:0005138	isa	GO:0005126	interleukin-6 receptor binding	MF	cytokine receptor binding
GO:0005138	isa	GO:0070851	interleukin-6 receptor binding	MF	growth factor receptor binding
GO:0005139	isa	GO:0005126	interleukin-7 receptor binding	MF	cytokine receptor binding
GO:0005139	isa	GO:0070851	interleukin-7 receptor binding	MF	growth factor receptor binding
GO:0005140	isa	GO:0005126	interleukin-9 receptor binding	MF	cytokine receptor binding
GO:0005140	isa	GO:0070851	interleukin-9 receptor binding	MF	growth factor receptor binding
GO:0005141	isa	GO:0005126	interleukin-10 receptor binding	MF	cytokine receptor binding
GO:0005141	isa	GO:0070851	interleukin-10 receptor binding	MF	growth factor receptor binding
GO:0005142	isa	GO:0005126	interleukin-11 receptor binding	MF	cytokine receptor binding
GO:0005142	isa	GO:0070851	interleukin-11 receptor binding	MF	growth factor receptor binding
GO:0005143	isa	GO:0005126	interleukin-12 receptor binding	MF	cytokine receptor binding
GO:0005143	isa	GO:0070851	interleukin-12 receptor binding	MF	growth factor receptor binding
GO:0005144	isa	GO:0005126	interleukin-13 receptor binding	MF	cytokine receptor binding
GO:0005146	isa	GO:0005126	leukemia inhibitory factor receptor binding	MF	cytokine receptor binding
GO:0005147	isa	GO:0005126	oncostatin-M receptor binding	MF	cytokine receptor binding
GO:0005148	isa	GO:0005126	prolactin receptor binding	MF	cytokine receptor binding
GO:0005149	isa	GO:0005126	interleukin-1 receptor binding	MF	cytokine receptor binding
GO:0005149	isa	GO:0070851	interleukin-1 receptor binding	MF	growth factor receptor binding
GO:0005150	isa	GO:0005149	interleukin-1, type I receptor binding	MF	interleukin-1 receptor binding
GO:0005151	isa	GO:0005149	interleukin-1, type II receptor binding	MF	interleukin-1 receptor binding
GO:0005152	isa	GO:0005126	interleukin-1 receptor antagonist activity	MF	cytokine receptor binding
GO:0005152	isa	GO:0019966	interleukin-1 receptor antagonist activity	MF	interleukin-1 binding
GO:0005152	isa	GO:0048019	interleukin-1 receptor antagonist activity	MF	receptor antagonist activity
GO:0005153	isa	GO:0045236	interleukin-8 receptor binding	MF	CXCR chemokine receptor binding
GO:0005154	isa	GO:0070851	epidermal growth factor receptor binding	MF	growth factor receptor binding
GO:0005157	isa	GO:0005126	macrophage colony-stimulating factor receptor binding	MF	cytokine receptor binding
GO:0005158	isa	GO:0005102	insulin receptor binding	MF	signaling receptor binding
GO:0005159	isa	GO:0005102	insulin-like growth factor receptor binding	MF	signaling receptor binding
GO:0005160	isa	GO:0005126	transforming growth factor beta receptor binding	MF	cytokine receptor binding
GO:0005161	isa	GO:0070851	platelet-derived growth factor receptor binding	MF	growth factor receptor binding
GO:0005163	isa	GO:0005123	nerve growth factor receptor binding	MF	death receptor binding
GO:0005163	isa	GO:0005165	nerve growth factor receptor binding	MF	neurotrophin receptor binding
GO:0005164	isa	GO:0032813	tumor necrosis factor receptor binding	MF	tumor necrosis factor receptor superfamily binding
GO:0005165	isa	GO:0005126	neurotrophin receptor binding	MF	cytokine receptor binding
GO:0005166	isa	GO:0005165	neurotrophin p75 receptor binding	MF	neurotrophin receptor binding
GO:0005167	isa	GO:0005165	neurotrophin TRK receptor binding	MF	neurotrophin receptor binding
GO:0005168	isa	GO:0005167	neurotrophin TRKA receptor binding	MF	neurotrophin TRK receptor binding
GO:0005169	isa	GO:0005167	neurotrophin TRKB receptor binding	MF	neurotrophin TRK receptor binding
GO:0005170	isa	GO:0005167	neurotrophin TRKC receptor binding	MF	neurotrophin TRK receptor binding
GO:0005171	isa	GO:0070851	hepatocyte growth factor receptor binding	MF	growth factor receptor binding
GO:0005172	isa	GO:0005126	vascular endothelial growth factor receptor binding	MF	cytokine receptor binding
GO:0005172	isa	GO:0070851	vascular endothelial growth factor receptor binding	MF	growth factor receptor binding
GO:0005173	isa	GO:0005126	stem cell factor receptor binding	MF	cytokine receptor binding
GO:0005174	isa	GO:0032813	CD40 receptor binding	MF	tumor necrosis factor receptor superfamily binding
GO:0005175	isa	GO:0032813	CD27 receptor binding	MF	tumor necrosis factor receptor superfamily binding
GO:0005176	isa	GO:0005102	ErbB-2 class receptor binding	MF	signaling receptor binding
GO:0005178	isa	GO:0005102	integrin binding	MF	signaling receptor binding
GO:0005178	isa	GO:0044877	integrin binding	MF	protein-containing complex binding
GO:0005178	isa	GO:0050839	integrin binding	MF	cell adhesion molecule binding
GO:0005179	isa	GO:0048018	hormone activity	MF	receptor ligand activity
GO:0005183	isa	GO:0005179	gonadotropin hormone-releasing hormone activity	MF	hormone activity
GO:0005184	isa	GO:0005179	neuropeptide hormone activity	MF	hormone activity
GO:0005184	isa	GO:0160041	neuropeptide hormone activity	MF	neuropeptide activity
GO:0005185	isa	GO:0005184	neurohypophyseal hormone activity	MF	neuropeptide hormone activity
GO:0005186	isa	GO:0048018	pheromone activity	MF	receptor ligand activity
GO:0005198	isa	GO:0003674	structural molecule activity	MF	molecular_function
GO:0005199	isa	GO:0005198	structural constituent of cell wall	MF	structural molecule activity
GO:0005200	isa	GO:0005198	structural constituent of cytoskeleton	MF	structural molecule activity
GO:0005201	isa	GO:0005198	extracellular matrix structural constituent	MF	structural molecule activity
GO:0005212	isa	GO:0005198	structural constituent of eye lens	MF	structural molecule activity
GO:0005213	isa	GO:0005198	structural constituent of egg chorion	MF	structural molecule activity
GO:0005214	isa	GO:0042302	structural constituent of chitin-based cuticle	MF	structural constituent of cuticle
GO:0005215	isa	GO:0003674	transporter activity	MF	molecular_function
GO:0005216	isa	GO:0015075	monoatomic ion channel activity	MF	monoatomic ion transmembrane transporter activity
GO:0005216	isa	GO:0015267	monoatomic ion channel activity	MF	channel activity
GO:0005217	isa	GO:0015276	intracellular ligand-gated monoatomic ion channel activity	MF	ligand-gated monoatomic ion channel activity
GO:0005219	isa	GO:0048763	ryanodine-sensitive calcium-release channel activity	MF	calcium-induced calcium release activity
GO:0005220	isa	GO:0015278	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	MF	calcium-release channel activity
GO:0005221	isa	GO:0005217	intracellular cyclic nucleotide-activated monoatomic cation channel activity	MF	intracellular ligand-gated monoatomic ion channel activity
GO:0005221	isa	GO:0043855	intracellular cyclic nucleotide-activated monoatomic cation channel activity	MF	cyclic nucleotide-activated monoatomic ion channel activity
GO:0005221	isa	GO:0099094	intracellular cyclic nucleotide-activated monoatomic cation channel activity	MF	ligand-gated monoatomic cation channel activity
GO:0005222	isa	GO:0005221	intracellular cAMP-activated cation channel activity	MF	intracellular cyclic nucleotide-activated monoatomic cation channel activity
GO:0005223	isa	GO:0005221	intracellular cGMP-activated cation channel activity	MF	intracellular cyclic nucleotide-activated monoatomic cation channel activity
GO:0005225	isa	GO:0005253	volume-sensitive anion channel activity	MF	monoatomic anion channel activity
GO:0005227	isa	GO:0022839	calcium-activated cation channel activity	MF	monoatomic ion-gated channel activity
GO:0005227	isa	GO:0099094	calcium-activated cation channel activity	MF	ligand-gated monoatomic cation channel activity
GO:0005228	isa	GO:0005267	intracellular sodium-activated potassium channel activity	MF	potassium channel activity
GO:0005228	isa	GO:0022839	intracellular sodium-activated potassium channel activity	MF	monoatomic ion-gated channel activity
GO:0005228	isa	GO:0099094	intracellular sodium-activated potassium channel activity	MF	ligand-gated monoatomic cation channel activity
GO:0005229	isa	GO:0061778	intracellular calcium activated chloride channel activity	MF	intracellular chloride channel activity
GO:0005230	isa	GO:0015276	extracellular ligand-gated monoatomic ion channel activity	MF	ligand-gated monoatomic ion channel activity
GO:0005231	isa	GO:0005230	excitatory extracellular ligand-gated monoatomic ion channel activity	MF	extracellular ligand-gated monoatomic ion channel activity
GO:0005234	isa	GO:0005231	extracellularly glutamate-gated ion channel activity	MF	excitatory extracellular ligand-gated monoatomic ion channel activity
GO:0005237	isa	GO:0005230	inhibitory extracellular ligand-gated monoatomic ion channel activity	MF	extracellular ligand-gated monoatomic ion channel activity
GO:0005242	isa	GO:0005249	inward rectifier potassium channel activity	MF	voltage-gated potassium channel activity
GO:0005242	isa	GO:0099094	inward rectifier potassium channel activity	MF	ligand-gated monoatomic cation channel activity
GO:0005243	isa	GO:0022829	gap junction channel activity	MF	wide pore channel activity
GO:0005244	isa	GO:0005216	voltage-gated monoatomic ion channel activity	MF	monoatomic ion channel activity
GO:0005244	isa	GO:0022832	voltage-gated monoatomic ion channel activity	MF	voltage-gated channel activity
GO:0005245	isa	GO:0005262	voltage-gated calcium channel activity	MF	calcium channel activity
GO:0005245	isa	GO:0022843	voltage-gated calcium channel activity	MF	voltage-gated monoatomic cation channel activity
GO:0005246	isa	GO:0099106	calcium channel regulator activity	MF	ion channel regulator activity
GO:0005247	isa	GO:0005254	voltage-gated chloride channel activity	MF	chloride channel activity
GO:0005247	isa	GO:0008308	voltage-gated chloride channel activity	MF	voltage-gated monoatomic anion channel activity
GO:0005248	isa	GO:0005272	voltage-gated sodium channel activity	MF	sodium channel activity
GO:0005249	isa	GO:0005267	voltage-gated potassium channel activity	MF	potassium channel activity
GO:0005249	isa	GO:0022843	voltage-gated potassium channel activity	MF	voltage-gated monoatomic cation channel activity
GO:0005250	isa	GO:0015271	A-type (transient outward) potassium channel activity	MF	outward rectifier potassium channel activity
GO:0005251	isa	GO:0005249	delayed rectifier potassium channel activity	MF	voltage-gated potassium channel activity
GO:0005252	isa	GO:0005249	open rectifier potassium channel activity	MF	voltage-gated potassium channel activity
GO:0005253	isa	GO:0005216	monoatomic anion channel activity	MF	monoatomic ion channel activity
GO:0005253	isa	GO:0008509	monoatomic anion channel activity	MF	monoatomic anion transmembrane transporter activity
GO:0005254	isa	GO:0005253	chloride channel activity	MF	monoatomic anion channel activity
GO:0005254	isa	GO:0015108	chloride channel activity	MF	chloride transmembrane transporter activity
GO:0005260	isa	GO:0005254	intracellularly ATP-gated chloride channel activity	MF	chloride channel activity
GO:0005260	isa	GO:0099095	intracellularly ATP-gated chloride channel activity	MF	ligand-gated monoatomic anion channel activity
GO:0005260	isa	GO:0099142	intracellularly ATP-gated chloride channel activity	MF	intracellularly ATP-gated ion channel activity
GO:0005261	isa	GO:0005216	monoatomic cation channel activity	MF	monoatomic ion channel activity
